type,title,categories,version,file_urls,version_order
download,Tafsir al-Maturidi - Surah al-Lahab 111 (ar),111 Al-Lahab|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Al-Maturidi (Ta'wilatu Ahl-is-Sunnah) - Muhammad bin Muhammad bin Mahmud al-Maturidi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/111_tafasir_surah_al_lahab_arab_pdf/tafsir-al-maturidi-111-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1klflgNWnNBOoiu0iHoyqUaIMa0ykOK1c,1
download,Tafsir al-Mawardi - Surah al-Lahab 111 (ar),111 Al-Lahab|An-Nukatu wal 'Uyun (Tafsir al-Mawardi) - Abul Hasan al-Mawardi|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/111_tafasir_surah_al_lahab_arab_pdf/tafsir-al-mawardi-111-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1ywGDu6_f0-AraVYLUtPWYvLJm47Sc1kP,1
download,Tafsir al-Mizan - Surah al-Lahab 111 (ar),111 Al-Lahab|Al-Mizan fi Tafsir-il-Qur'an - Muhammad Husain Thabathaba'i|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/111_tafasir_surah_al_lahab_arab_pdf/tafsir-al-mizan-111-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1t1q4SfxQLEJrbNnzu1UicCdPvXKNjyEF,1
download,Tafsir al-Muntakhab - Surah al-Lahab 111 (ar),111 Al-Lahab|Al-Muntakhab Fi Tafsir-il-Qur'an-il-Karim - Lajanat-ul-Qur'an wa as-Sunnah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/111_tafasir_surah_al_lahab_arab_pdf/tafsir-al-muntakhab-111-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=18gE-L1f9x9Xs74xbRJnCXN4ZIuIEf8HM,1
download,Tafsir al-Muyassar - Surah al-Lahab 111 (ar),111 Al-Lahab|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Muyassar - Nukhbatun Min-al-'Ulama'i,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/111_tafasir_surah_al_lahab_arab_pdf/tafsir-al-muyassar-111-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1ilUMr8yQi_IoJ1h02z5xQpbUSLvzJNGy,1
