type,title,categories,version,file_urls,version_order
download,Tafsir Ibni 'Adil - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Libabu fi 'Ulum-il-Kitab - 'Umar bin 'Ali bin 'Adil ad-Dimasyqi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-adil-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1gP2tJ1zTxENBXkuh6wfPXfA8WWWVr5Su,1
download,Tafsir Ibni 'Athiyyah - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Al-Muharrar-ul-Wajiz fi Tafsir-il-Kitab-il-'Aziz - 'Abd-ul-Haq bin Ghalib bin 'Athiyyah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-athiyyah-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1lX8VN0tZo94pLOIYv-1MU6cMKrTvPk7y,1
download,Tafsir Ibni Abi Zamnin - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an-il-'Aziz li Ibni Abi Zamnin - Muhammad bin 'Abdullah bin Abi Zamnin,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-abi-zamnin-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1ndVX6WKuTb7C_jFmoNWyCHUl9ex1SMN_,1
download,Tafsir Ibni 'Abd-is-Salam - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an (Ringkasan Tafsir al-Mawardi) - 'Abd-ul-'Aziz bin 'Abd-is-Salam,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-abdis-salam-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1DzLfvMC9p2hxwJ9-mm99ei0r9QeQDAgy,1
download,Tafsir Ibni Abi Hatim - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Ibni Abi Hatim|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-abi-hatim-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1LcjaTj6toaK-ZF2pAxPll7Ao8jPqdQl5,1
