type,title,categories,version,file_urls,version_order
download,Tafsir Tanwir-ul-Miqbas (Ibni 'Abbas) - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tanwir-ul-Miqbas min Tafsir Ibni 'Abbas - 'Abdullah bin 'Abbas &amp; Muhammad bin Ya'qub al-Fairuz Abadi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-abbas-tanwir-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1W2sfDdGdRYgjRorPj17wSY2e6sV6k85I,1
download,Tafsir Haqqi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Ruh-ul-Bayan Fi Tafsir-il-Qur'an - Isma'il Haqqi bin Mushthafa,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-haqqi-sh109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1xYLiJF4lffUImF2iBqbIeN5hLMPCSXuZ,1
download,Tafsir Furat-il-Kufi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Furat-il-Kufi - Abil Qasim Furat bin Ibrahim bin Furat al-Kufi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-furat-il-kufi-sy109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1SyDMXvDCKZ0zBWJWEQ2iukpddoijJ-UT,1
download,Tafsir Faishal Alu Mubarak - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Taufiq-ur-Rahman fi Durus-il-Qur'an - Faishal bin 'Abd-ul-'Aziz Alu Mubarak,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-faishal-alu-mubarak-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1h4dKfc5vKMCbFZ49UjORACvcpa08qR4b,1
download,Tafsir Hamyan-uz-Zad (Ithfisy) - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Hamyan-uz-Zad Ila Dar-il-Ma'ad - Muhammad bin Yusuf Ithfisy,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-hamyan-uz-zad-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1xdvOCnWIFjGB89VcJOOMwr2wYJ73cVxv,1
