type,title,categories,version,file_urls,version_order
download,Tafsir Ibni Jazzi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|At-Tashil li 'Ulum-it-Tanzil - Muhammad bin Ahmad bin Jazzi al-Kalbi Abul-Qasim|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-jazziy-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1njwxvji-kvWtcHL6Q-EK7_Tvdk0njbuK,1
download,Tafsir Ibni Jauzi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Zad-ul-Masir fi 'Ilm-it-Tafsir - Ibni Jauzi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-jauzi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1Tx3Efi78FvMr5Z3fLfLMhM0lFEcj6_DU,1
download,Tafsir Ibni 'Ajibah - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Al-Bahr-ul-Madid fi Tafsir-il-Qur'an-il-Majid - Abul 'Abbas Ahmad bin Muhammad bin al-Mahdi bin 'Ajibah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-ajibah-sh109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=17Q-5oxpTo4U-GcpFFfnVeSLSQARNg128,1
download,Tafsir Ibni 'Aliy-iz-Zaid - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Ibni Aliy-iz-Zaid,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-aliy-iz-zaid-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1ONRMCsM5RWdq6faofgVclof35bi6SUT5,1
download,Tafsir Ibni 'Asyur - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir at-Tahrir wa at-Tanwir - Muhammad ath-Thahir bin 'Asyur,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ibni-asyur-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1fAfbaquK7des9VjK8u1Lp8pgNDlQQ-ky,1
