type,title,categories,version,file_urls,version_order
download,Tafsir Haqa'iq-ut-Tafsir (as-Sulami) - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Haqa'iq-ut-Tafsir - Abi 'Abdirrahman as-Sulami,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-as-sulami-sh109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1HJS580Jt-vHzMvyHjiHPWkrD1qbN3NiP,1
download,Tafsir as-Samarqandi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Bahr-il-'Ulum - Abu al-Laits Nasr bin Muhammad bin Ibrahim as-Samarqandi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-as-samarqandi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1LAMTsO0mL2MGHgSgj17AAfFQG5yPifeP,1
download,Tafsir as-Suyuthi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Ad-Durr-ul-Mantsur fi at-Tafsir bil Ma'tsur - as-Suyuthi|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-as-suyuthi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1pqv-NqoYOm2HfjduqsrAhT13Bt3RD9ti,1
download,Tafsir Dr. As'ad Mahmud Humad - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Aisar-ut-Tafasir - Dr. As'ad Mahmud Humad|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-as-ad-hamud-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1DPAAJt-STRtVcY68bHj6P3WsQcayKDTo,1
download,Tafsir ar-Razi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Miftah-ul-Ghaib / Tafsir-ul-Kabir - Fakhr-ud-Din ar-Razi|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-ar-razi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1TqfCSiR3sJnsu3xhQqidFIdHdmtGAtU_,1
