type,title,categories,version,file_urls,version_order
download,Tafsir al-Qummi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qummi - Abil Hasan 'Ali bin Ibrahim al-Qummi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-qummi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1KE2Mq4MSCTlp1HsdIyDVnpi22RVIfSYq,1
download,Tafsir al-Qurthubi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Al-Jami‘-ul-Ahkam-il-Qur’an - Al-Qurthubi|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-qurthubi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1l1X2upgZ0-HG_HU44RcrYT23qSraH0BW,1
download,Tafsir al-Muyassar - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Muyassar - Nukhbatun Min-al-'Ulama'i,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-muyassar-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=10uPdDrVDfj7SH25t5PMk6elNHNuthloX,1
download,Tafsir al-Muntakhab - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Al-Muntakhab Fi Tafsir-il-Qur'an-il-Karim - Lajanat-ul-Qur'an wa as-Sunnah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-muntakhab-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=18SUdymlGRJSj-dFb_d2xKNm5Y9niTyRm,1
download,Tafsir al-Qaththan - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Taisir-ut-Tafsir (Tafsir al-Qaththan) - Ibrahim al-Qaththan,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-qaththan-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1pnedp9n-V8N8rvrY16dy7kGKeBTbuD0E,1
