type,title,categories,version,file_urls,version_order
download,Tafsir Syubbar - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Syubbar - As-Sayyid 'Abdullah Syubbar,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-asy-syubbar-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=130pIhPo6EqblL9OGtJwPjbgGPGlXC6oC,1
download,Tafsir ath-Thabarsi - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Majmu'-ul-Bayan li 'Ulum-il-Qur'an - Fadhl bin Hasan ath-Thabarsi|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ath-thabarsi-sy112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=19--4UmtAe35cRXQHpoNJb0czH2Jy7NUb,1
download,Tafsir ath-Thabrani - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an-il-'Adhim - Ath-Thabrani,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ath-thabrani-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1kzCtVoHlSF0wLR8d3AhLwDdYYoS7xb4i,1
download,Tafsir ath-Thanthawi - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Wasith - Ath-Thanthawi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ath-thanthawi-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1uSskuXFMDpHkbonvGuPLDnZIkUomg_xz,1
download,Tafsir ath-Thusi - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir ath-Thibyan - Ath-Thusi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ath-thusi-sy112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=19pWGY2DqeLeFbtx1GDGeqdTgIxT1kg9v,1
