type,title,categories,version,file_urls,version_order
download,Tafsir al-Ashfa (al-Faidh-il-Kasyani) - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Ashfa - Al-Faidh-il-Kasyani,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-faidh-il-kasyani-al-ashfa-sy112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1pvXwj0mzdWDkhqfpe_Fz-l3NXB6eZ-Rq,1
download,Tafsir as-Shafi (al-Faidh-il-Kasyani) - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir as-Shafi - Al-Faidh-il-Kasyani,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-faidh-il-kasyani-sy112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1YefMmenAwlV_SMlzb0urOeqd1SCCJjOV,1
download,Tafsir al-Firuz Abadi - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an - Al-Firuz Abadi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-firuz-abadi-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1fY0H3Ei4uVJCC6AIX1d63WeSC0gtymud,1
download,Tafsir ad-Durr-ul-Mashun (al-Halabiy) - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Ad-Durr-ul-Mashun fi 'Ulum-il-Kitab-il-Maknun - As-Samin al-Halabiy|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-halabiy-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1xYtIKiIVI9kuhPPG4AZ6tr9YLCGtgsyG,1
download,Tafsir al-Hawari - al-Ibadhi - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Kitab-il-llah-il-'Aziz - Syaikh Hud bin Muhakkam al-Hawari,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-hawari-ibadhi-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1K6QqNT6dt3y5_H-G4dD_jnuLHBzmZ5-R,1
