type,title,categories,version,file_urls,version_order
download,Tafsir Ibni 'Adil - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Libabu fi 'Ulum-il-Kitab - 'Umar bin 'Ali bin 'Adil ad-Dimasyqi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ibni-adil-113-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1h74RCFkx9P5lD98eTvime7sqAFDtqCY7,1
download,Tafsir Ibni 'Ajibah - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Al-Bahr-ul-Madid fi Tafsir-il-Qur'an-il-Majid - Abul 'Abbas Ahmad bin Muhammad bin al-Mahdi bin 'Ajibah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ibni-ajibah-sh113-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1hXoCwiusbHGvZiLCQyllBas6akz7sc8G,1
download,Tafsir Ibni Aliy-iz-Zaid - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Ibni Aliy-iz-Zaid,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ibni-aliy-iz-zaid-113-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1UVRkigfHprgPQbbbQU5wrVKOYvDll9X5,1
download,Tafsir Ibni 'Asyur - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir at-Tahrir wa at-Tanwir - Muhammad ath-Thahir bin 'Asyur,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ibni-asyur-113-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=19fuFtcoBKtCjw3kgn3zidw-k0ztg_bN9,1
download,Tafsir Ibni 'Athiyyah - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Al-Muharrar-ul-Wajiz fi Tafsir-il-Kitab-il-'Aziz - 'Abd-ul-Haq bin Ghalib bin 'Athiyyah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-ibni-athiyyah-113-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1yGrjAPrZT5j_30y7xCfNKpp4XN40Xadq,1
