type,title,categories,version,file_urls,version_order
download,Tafsir al-Bahr-ul-Muhith (Abi Hayyan) - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Al-Bahr-ul-Muhith - Abi Hayyan|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-abi-hayyan-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=17Q5KJlKDCSb_t64-A20z982jKaXLyIPC,1
download,Tafsir Ma'alim at-Tanzil (al-Baghawi) - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Ma'alim al-Tanzil - Al-Baghawi|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-baghawi-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1yLgOXlyStZV-S9dBi-p3l9Za7UP6gfIu,1
download,Tafsir Anwar-ut-Tanzil wa Asrar-ut-Ta'wil (al-Baidhawi) - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Anwar-ut-Tanzil wa Asrar-ut-Ta'wil - Al-Baidhawi|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-baidhawi-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=15SGJkoPbUC2hvw-UpOy0m_ovHqh4mXfa,1
download,Tafsir al-Baqa'i - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|Kumpulan Tafsir al-Qur'an|Nadhm-ud-Durar Fi Tanasub-il-Ayati Wa as-Suwar - Al-Baqa'i|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-baqa-i-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1VXOyn4cfcjpCZhTDBY428gY_C9hGpplL,1
download,Tafsir al-Baqli - Surah al-Ikhlash 112 (ar),112 Al-Ikhlash|'Ara'is-il-Bayan Fi Haqa'iq-il-Qur'an - Al-Baqli|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/112_tafasir_surah_al_ikhlash_arab_pdf/tafsir-al-baqli-112-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1RKsw8ZJEgPaIbOKzT1PSMiPz7Vzeb0VZ,1
