type,title,categories,version,file_urls,version_order
download,Tafsir Haqqi - Suratu Quraisy 106 (ar),106 Quraisy|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Ruh-ul-Bayan Fi Tafsir-il-Qur'an - Isma'il Haqqi bin Mushthafa,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/106_tafasir_surah_quraisy_arab_pdf/tafsir-haqqi-106-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=17RbMJAVpwCyraDtn-I7bknyjJ_xxuVL3,1
download,Tafsir Hamyan-uz-Zad (Ithfisy) - Suratu Quraisy 106 (ar),106 Quraisy|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Hamyan-uz-Zad Ila Dar-il-Ma'ad - Muhammad bin Yusuf Ithfisy,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/106_tafasir_surah_quraisy_arab_pdf/tafsir-hamyan-uz-zad-106-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=19-4cUZCbLHbqzjdk_IaKf0O8wdKOlHdo,1
download,Tafsir Faishal Alu Mubarak - Surah an-Nas 114 & Suratu Quraisy 106 (ar),106 Quraisy|114 An-Nas|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Taufiq-ur-Rahman fi Durus-il-Qur'an - Faishal bin 'Abd-ul-'Aziz Alu Mubarak,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/106_tafasir_surah_quraisy_arab_pdf/tafsir-faishal-alu-mubarak-106-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1JOH7_p-TJDM03VnNn23jQLSQVy2mTvS1,1
download,Tafsir az-Zuhaili (al-Munir) - Suratu Quraisy 106 (ar),106 Quraisy|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Munir - Al-Ustadz ad-Doktor Wahbah az-Zuhaili ,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/106_tafasir_surah_quraisy_arab_pdf/tafsir-az-zuhaili-al-munir-106-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1KQcVN0ac6YJKsV6uIuJjPfbaAhaxlQW1,1
download,Tafsir az-Zarkasyi - Suratu Quraisy 106 (ar),106 Quraisy|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir az-Zarkasyi - Badr ad-Din Muhammad bin 'Abdullah Bihadir az-Zarkasyi asy-Syafi'i,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/106_tafasir_surah_quraisy_arab_pdf/tafsir-az-zarkasyi-106-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1WvpcPcVZuzC1p3FPPGD5oDqIqL9uOKVP,1
download,Tafsir at-Tustari - Suratu Quraisy 106 (ar),106 Quraisy|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an-il-'Adzim - At-Tustari,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/106_tafasir_surah_quraisy_arab_pdf/tafsir-at-tustari-sh106-ar.pdf,0
