type,title,categories,version,file_urls,version_order
download,Tafsir al-Baqa'i - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nadhm-ud-Durar Fi Tanasub-il-Ayati Wa as-Suwar - Al-Baqa'i|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-baqa-i-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1vKr5nvggMCxiAAdccXRhK4zFgvsG6opz,1
download,Tafsir Ma'alim at-Tanzil (al-Baghawi) - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Ma'alim al-Tanzil - Al-Baghawi|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-baghawi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=110KeFxLCTs_guauvEJkIJ5xjFeKQKSr-,1
download,Tafsir al-A'qam Zaidi - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-A'qam - Al-A'qam,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-a-qam-zaidi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1SW3gpc6artlsKkf6cArUHKc1IUGiL0rV,1
download,Tafsir an-Nahr-ul-Mad (Abi Hayyan) - Surah al-Kafirun 109 (ar),109 Al-Kafirun|An-Nahr-ul-Mad - Abi Hayyan|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-andalusi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1lpYRXMDUdek6okGMcHg1n3c5dBzM-ilP,1
download,Tafsir Ruh-ul-Ma'ani (al-Alusi) - Surah al-Kafirun 109 (ar),109 Al-Kafirun|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Ruh-ul-Ma'ani - Al-Alusi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/109_tafasir_surah_al_kafirun_arab_pdf/tafsir-al-alusi-109-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1o4aZGA2fyW4WHK6Oyb-o6sqh0tW_QcaM,1
