type,title,categories,version,file_urls,version_order
download,Tafsir Ibni 'Ajibah - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Al-Bahr-ul-Madid fi Tafsir-il-Qur'an-il-Majid - Abul 'Abbas Ahmad bin Muhammad bin al-Mahdi bin 'Ajibah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-ajibah-sh108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1uUjqmxATjQR2BOKOZ6Jw7lTUC93zi7b6,1
download,Tafsir Ibni Abi Hatim - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Ibni Abi Hatim|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-abi-hatim-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1CbynkeelUU3UKWu3kTquBniQBUlkQVyS,1
download,Tafsir Ibni 'Abd-is-Salam - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an (Ringkasan Tafsir al-Mawardi) - 'Abd-ul-'Aziz bin 'Abd-is-Salam,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-abd-is-salam-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1HwtyWXlRtrLWc1NdI7jNNECW9fgq8acw,1
download,Tafsir Tanwir-ul-Miqbas (Ibni 'Abbas) - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tanwir-ul-Miqbas min Tafsir Ibni 'Abbas - 'Abdullah bin 'Abbas &amp; Muhammad bin Ya'qub al-Fairuz Abadi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-abbas-108-tanwir-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1aGHVRBcxULBz-aPTwiP8fFZT6xUtqHLR,1
download,Tafsir Haqqi - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Ruh-ul-Bayan Fi Tafsir-il-Qur'an - Isma'il Haqqi bin Mushthafa,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-haqqi-sh108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1na8XeqcToxlWooYAs4Hwa7gS6zopvR70,1
