type,title,categories,version,file_urls,version_order
download,Tafsir Ibni 'Athiyyah - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Al-Muharrar-ul-Wajiz fi Tafsir-il-Kitab-il-'Aziz - 'Abd-ul-Haq bin Ghalib bin 'Athiyyah|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-athiyah-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=12EAQPk5WspweE206QbruZvsBVMlMEg3Y,1
download,Tafsir Ibni 'Asyur - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir at-Tahrir wa at-Tanwir - Muhammad ath-Thahir bin 'Asyur,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-asyur-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=16atwIWjQXZdSwEgGyaveTV1YtBMmHgfM,1
download,Tafsir Ibni 'Aliy-iz-Zaid - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Ibni Aliy-iz-Zaid,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-aliy-iz-zaid-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=184_DEFTT1zF20kV50I-50b3cFEqtTikj,1
download,Tafsir Ibni 'Adil - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Libabu fi 'Ulum-il-Kitab - 'Umar bin 'Ali bin 'Adil ad-Dimasyqi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-adil-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1bqB4zyl0A6g9EtSRuyIk2b7fa_yQUJz6,1
download,Tafsir Ibni Abi Zamnin - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an-il-'Aziz li Ibni Abi Zamnin - Muhammad bin 'Abdullah bin Abi Zamnin,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-abi-zamnin-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1pbh7t2FOUKdgbgiOfO189GeLpkk9ZGwq,1
