type,title,categories,version,file_urls,version_order
download,Tafsir Aththafayyisy - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Taisir-ut-Tafsir - Muhammad bin Yusuf Aththafayyisy,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ithfisy-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1lJY9hEpR7jED3fXsqtFzng3rtEZ6gKvB,1
download,Tafsir Ibni Ziyad-il-Farra' - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Ma'an-il-Qur'an - Abu Zakariyya Yahya bin Ziyad al-Farra'|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-ziyad-il-farra-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1rXhXHwStSEqWjno4l6CGgSV203g9Nh3-,1
download,Tafsir Ibni Yasin - Surah al-Kautsar 108 (ar),108 Al-Kautsar|At-Tafsir-us-Shahih - Hakamat bin Basyir Yasin|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-yasin-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1SuuE2B-vpUpF8Con2LS2f5hodPVtbyLt,1
download,Tafsir Ibni Jauzi - Surah al-Kautsar 108 (ar),108 Al-Kautsar|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Zad-ul-Masir fi 'Ilm-it-Tafsir - Ibni Jauzi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-jauzi-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1sw4GgGHRx4_1uYKdsYXnSnDjuPG-bhtS,1
download,Tafsir Ibni Jazzi - Surah al-Kautsar 108 (ar),108 Al-Kautsar|At-Tashil li 'Ulum-it-Tanzil - Muhammad bin Ahmad bin Jazzi al-Kalbi Abul-Qasim|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/108_tafasir_surah_al_kautsar_arab_pdf/tafsir-ibni-jazziy-108-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1v00wBtHt2RATCfNTm5CzUZPRnbVegY7D,1
