type,title,categories,version,file_urls,version_order
download,Tafsir Nur ats-Tsaqalain (al-Huwaizi) - Surah al-Falaq 113 (ar),113 Al-Falaq|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Nur ats-Tsaqalain - Syaikh Abdu 'Ali bin Jum'ah al-'Arusi al-Huwaizi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-al-huwaizi-isml-107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1uEckcslhpqhr_eBYGX4CTyDPiKDyVQMQ,1
download,Tafsir al-Qur'an-il-Karim ('Ali al-Qummi) - Surah al-Falaq 113 (ar),113 Al-Falaq|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Qur'an-il-Karim - 'Ali bin Ibrahim al-Qummi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-ali-al-qummi-sy107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1l8BGcK2ADwYJuK3_3goLxxaOE04EtLul,1
download,Tafsir al-Jailani - Surah al-Falaq 113 (ar),113 Al-Falaq|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Jailani - 'Abdul Qadir al-Jailani,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-al-jailani-sh107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=14-JKb5WHc_tSjJTk3d-eGWY0rZo-T8qL,1
download,Tafsir al-Jalalain - Surah al-Falaq 113 (ar),113 Al-Falaq|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir al-Jalalain - Jalaluddin al-Mahalli &amp; Jalaluddin as-Suyuthi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-al-jalalain-107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1Simg7OGjyZMKUIgY7DIVAQQFeKAw55bo,1
download,Tafsir al-Janabadzi - Surah al-Falaq 113 (ar),113 Al-Falaq|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Tafsir Bayan-is-Sa'adati fi Maqamat-il-'Ibadati - Muhammad al-Janabadzi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-al-janabadzi-sy107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1SEtjyVQEn2ualOsV8jp---J-nQo_0x8z,1
