type,title,categories,version,file_urls,version_order
download,Tafsir Abi Bakar Jabir al-Jazairi - Surah al-Ma'un 107 (ar),107 Al-Ma'un|Aisar-ut-Tafasir Li Kalam-il-'Aliyy-il-Kabir - Abi Bakar Jabir al-Jazairi|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-abi-bakr-il-jaza-iriy-107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=15LZY05pdoRwp5y2wq1hvZURxHLv8jFx5,1
download,Tafsir al-Bahr-ul-Muhith (Abi Hayyan) - Surah al-Ma'un 107 (ar),107 Al-Ma'un|Al-Bahr-ul-Muhith - Abi Hayyan|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-abi-hayyan-107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=18-LJ-NBq9ulTqrzOHfOQ2T4YlvIO9SpJ,1
download,Tafsir Abi Su'ud - Surah al-Ma'un 107 (ar),107 Al-Ma'un|Irsyad-il-'Aql-is-Salim Ila Mazaya-al-Kitab-il-Karim - Abi Su'ud|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-abis-su-ud-107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1uOFiaBM7C1nXnJHhzA4BtDpvBAgibffX,1
download,Tafsir Ruh-ul-Ma'ani (al-Alusi) - Surah al-Ma'un 107 (ar),107 Al-Ma'un|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir|Ruh-ul-Ma'ani - Al-Alusi,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-al-alusi-107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1tnFPcXMVVKf40hnz_QyXQ48eBaydkmbO,1
download,Tafsir an-Nahr-ul-Mad (Abi Hayyan) - Surah al-Ma'un 107 (ar),107 Al-Ma'un|An-Nahr-ul-Mad - Abi Hayyan|Kumpulan Tafsir al-Qur'an|Nama Surah|Nama Tafsir,,,
version,,,hati senang,/home/hatisenang/public_html/wp-content/uploads/rujukan/tafsir/107_tafasir_surah_al_ma_un_arab_pdf/tafsir-al-andalusi-107-ar.pdf,0
version,,,google drive,https://drive.google.com/uc?export=download&id=1k2rpI2vaYAsm3yysFCuSxXUuXcrlj1y6,1
